Date,MSFT,AAPL,TSN,PM,META,MSFT_change,AAPL_change,TSN_change,PM_change,META_change
2021-09-14,297.30010986328125,147.2946014404297,73.814453125,96.82241821289062,376.5299987792969,,,,,
2021-09-15,302.288330078125,148.1995391845703,74.57775115966797,98.7596206665039,373.9200134277344,0.01677840017327159,0.006143726486178114,0.010340766643293753,0.020007788375557833,-0.006931679706860039
2021-09-16,302.68499755859375,147.96087646484375,74.17654418945312,97.6485824584961,373.05999755859375,0.001312215659685645,-0.001610414722203246,-0.005379713976033873,-0.011249923810052076,-0.0022999995674390927
2021-09-17,297.37939453125,145.24610900878906,74.18631744384766,96.72745513916016,364.7200012207031,-0.017528463815973172,-0.01834787357926826,0.00013175666919140738,-0.009433084394516955,-0.02235564357601949
2021-09-20,291.85565185546875,142.14349365234375,74.07868194580078,95.90129089355469,355.70001220703125,-0.018574732403662808,-0.02136109103106898,-0.0014508807251194522,-0.008541155604857797,-0.024731270518431492
2021-09-21,292.3515319824219,142.63075256347656,73.90252685546875,95.44548034667969,357.4800109863281,0.0016990595309720469,0.0034279367884719747,-0.002377945796348202,-0.004752913570067796,0.005004213433259075
2021-09-22,296.10009765625,145.0372772216797,73.86338806152344,95.44548034667969,343.2099914550781,0.012822117429689195,0.016872410857764475,-0.0005296002127486155,0.0,-0.03991837051777358
2021-09-23,297.072021484375,146.01182556152344,74.47990417480469,96.3381118774414,345.9599914550781,0.003282416438961544,0.00671929560808171,0.008346707746031523,0.009352266105419282,0.008012587245321834
2021-09-24,296.8637390136719,146.10130310058594,74.58753967285156,96.68946838378906,352.9599914550781,-0.0007011177614856257,0.0006128102208049491,0.0014451616075426,0.003647118461223675,0.020233553511660674
2021-09-27,291.7267761230469,144.5599365234375,75.21382904052734,97.3447036743164,353.5799865722656,-0.01730411032244128,-0.010549985143440188,0.008396702323508087,0.006776697622604688,0.0017565591914017187
2021-09-28,281.16522216796875,141.11923217773438,76.13370513916016,94.61451721191406,340.6499938964844,-0.03620358095145637,-0.02380123033012871,0.012230145843753704,-0.028046584553142795,-0.03656879112737499
2021-09-29,281.6412658691406,142.03411865234375,78.76607513427734,95.64314270019531,339.6099853515625,0.0016931101844719354,0.006483074351319562,0.034575619172948935,0.010871751170884014,-0.0030530120756083745
2021-09-30,279.5785217285156,140.71151733398438,77.2492904663086,91.12487030029297,339.3900146484375,-0.007324012460529938,-0.00931185641104093,-0.019256826817674932,-0.04724094453969796,-0.0006477156521098593
2021-10-01,286.6988830566406,141.85511779785156,76.63277435302734,92.36499786376953,343.010009765625,0.025468198644526874,0.008127269789528269,-0.007980864413895672,0.013609100999429025,0.010666180385234147
2021-10-04,280.75860595703125,138.36465454101562,76.40769958496094,92.47073364257812,326.2300109863281,-0.02071956833691535,-0.024605832422697427,-0.0029370562395345523,0.0011447602582586036,-0.048919851612384324
2021-10-05,286.3617248535156,140.32369995117188,76.63277435302734,92.66300201416016,332.9599914550781,0.019957069089244328,0.014158568289385887,0.0029457079494474847,0.002079234845537181,0.02062955657697607
2021-10-06,290.675537109375,141.20872497558594,76.9361343383789,92.90333557128906,333.6400146484375,0.015064206845611272,0.006307024577616005,0.003958619375491468,0.0025936301641962256,0.0020423570723544504
2021-10-07,292.401123046875,142.4915313720703,76.9948501586914,91.95162200927734,329.2200012207031,0.005936467700929038,0.00908446979254407,0.0007631761176647434,-0.010244126932142494,-0.013247851677478883
2021-10-08,292.401123046875,142.1037139892578,76.88720703125,91.66321563720703,330.04998779296875,0.0,-0.002721687240484827,-0.001398056197518982,-0.0031365011923467634,0.002521069707758228
2021-10-11,291.7862854003906,142.0142059326172,76.6621322631836,91.44210815429688,325.45001220703125,-0.0021027198530486624,-0.000629878376348314,-0.002927337027275878,-0.0024121724442363046,-0.013937208774638554
2021-10-12,290.4474792480469,140.72146606445312,77.54285430908203,91.88433074951172,323.7699890136719,-0.004588310758014691,-0.009102891219047726,0.011488358331527948,0.004836093613115766,-0.005162154341203817
2021-10-13,293.8489990234375,140.12481689453125,77.6113510131836,93.70124816894531,324.5400085449219,0.011711307614708844,-0.004239930030636496,0.000883339989375953,0.019773963684697637,0.002378291865764881
2021-10-14,300.23553466796875,142.9589080810547,77.99299621582031,95.02788543701172,328.5299987792969,0.021734073166000067,0.020225476466860126,0.004917388985689497,0.014158160045792068,0.012294293859990146
2021-10-15,301.68341064453125,144.03289794921875,77.97343444824219,94.56644439697266,324.760009765625,0.004822467061281532,0.00751257744326872,-0.0002508144131813106,-0.004855848763939075,-0.01147532653845873
2021-10-18,304.73779296875,145.73338317871094,77.72879028320312,93.68201446533203,335.3399963378906,0.010124462321919658,0.011806227977803507,-0.003137532247620256,-0.009352471030082854,0.03257786135645535
2021-10-19,305.6700134277344,147.93104553222656,78.38444519042969,92.08619689941406,339.989990234375,0.0030590904065515012,0.015080020140757044,0.008435161602769137,-0.017034407031335963,0.01386650547881274
2021-10-20,304.8568115234375,148.4282684326172,79.49024963378906,93.26863861083984,340.7799987792969,-0.002660391495972303,0.003361180194473068,0.014107447474724033,0.012840596650085967,0.002323622952479454
2021-10-21,308.17901611328125,148.64703369140625,79.45108795166016,92.78797149658203,341.8800048828125,0.010897590161236481,0.0014738786694690198,-0.0004926601980661527,-0.005153577037436796,0.0032279068826102097
2021-10-22,306.59228515625,147.86146545410156,80.73302459716797,93.1340560913086,324.6099853515625,-0.005148731334932877,-0.005284789193543804,0.0161349161925608,0.003729843309909109,-0.05051485692229851
2021-10-25,305.57080078125,147.8117218017578,81.50611877441406,92.80720520019531,328.69000244140625,-0.0033317354168889146,-0.00033642066370020984,0.00957593476899432,-0.0035094669429283076,0.012568982082991065
2021-10-26,307.53436279296875,148.48794555664062,80.72325134277344,92.4803466796875,315.80999755859375,0.006425882337901756,0.004574899383079645,-0.009605014242027421,-0.003521908884151159,-0.039185873580406705
2021-10-27,320.4859313964844,148.0205535888672,78.90308380126953,91.2017822265625,312.2200012207031,0.04211421606968391,-0.00314767617008449,-0.022548243674860968,-0.013825255841150796,-0.011367582931647191
2021-10-28,321.6561279296875,151.7198486328125,79.27495574951172,92.25924682617188,316.9200134277344,0.0036513195075493776,0.024991766036899454,0.004713021726486799,0.011594779989961612,0.015053526963856756
2021-10-29,328.8657531738281,148.9652557373047,78.2572250366211,90.88453674316406,323.57000732421875,0.02241407707835319,-0.018155784627589378,-0.012837985253582374,-0.014900512743161065,0.020983193281356893
2021-11-01,326.6343994140625,148.12994384765625,79.09880065917969,89.80783081054688,329.9800109863281,-0.006784998858139546,-0.005607427621387662,0.010753967089489391,-0.011846965074596927,0.01981025285723259
2021-11-02,330.36322021484375,149.1840362548828,79.78380584716797,90.3846435546875,328.0799865722656,0.011415885183772012,0.007115998155718284,0.00866012104203473,0.006422744419219306,-0.005757998517495699
2021-11-03,331.2259521484375,150.64585876464844,79.9697494506836,91.06719207763672,331.6199951171875,0.002611464838708999,0.009798786428248052,0.0023305933020019154,0.007551598325839848,0.010790077693880074
2021-11-04,333.6457214355469,150.11880493164062,79.33365631103516,90.09624481201172,335.8500061035156,0.007305494244680855,-0.0034986280892806976,-0.007954171971499169,-0.010661877713295964,0.012755596913971656
2021-11-05,333.26885986328125,150.6565704345703,79.81316375732422,90.65381622314453,341.1300048828125,-0.0011295261651914634,0.003582266080352614,0.006044186901069004,0.0061886198730725095,0.015721300233263902
2021-11-08,334.1911315917969,149.82005310058594,79.62723541259766,89.29833984375,338.6199951171875,0.0027673504476055655,-0.005552478272745964,-0.0023295448516724715,-0.014952226347074271,-0.007357927270241871
2021-11-09,333.1597900390625,150.18850708007812,79.77401733398438,90.04817199707031,335.3699951171875,-0.003086082948467128,0.0024593101648737736,0.0018433632742131945,0.008396932738417462,-0.00959777935994377
2021-11-10,328.05255126953125,147.3104248046875,80.77217864990234,90.73072052001953,327.6400146484375,-0.015329697407158394,-0.01916313259480018,0.012512361158133034,0.007579815423365055,-0.0230491116715702
2021-11-11,329.66900634765625,147.2606201171875,81.34954071044922,91.32674407958984,327.739990234375,0.004927427242584992,-0.00033809343477242404,0.007148031292425472,0.006569148312216999,0.00030513851015667726
2021-11-12,333.9233703613281,149.37188720703125,79.49024963378906,91.09603118896484,340.8900146484375,0.01290495597631458,0.014336942817188003,-0.022855581733128738,-0.0025262358025589515,0.04012334413221463
2021-11-15,333.2787780761719,149.3818359375,82.30855560302734,91.67282104492188,347.55999755859375,-0.0019303599040065844,6.660376764844322e-05,0.035454737936063685,0.006331668333174445,0.019566378079554747
2021-11-16,336.6902160644531,150.3777313232422,81.78990173339844,89.47137451171875,342.9599914550781,0.010235989245920507,0.006666776984578293,-0.006301336061956486,-0.024014168082864606,-0.013235142524536725
2021-11-17,336.9187316894531,152.8574676513672,80.82110595703125,89.97126770019531,340.7699890136719,0.0006787118071653886,0.016490050131124256,-0.011844931413722226,0.005587185747449208,-0.006385591602433571
2021-11-18,339.0547790527344,157.2194061279297,80.791748046875,88.01014709472656,338.69000244140625,0.006339948368469184,0.028535985474462233,-0.00036324558800093776,-0.02179718765332561,-0.0061037844860868384
2021-11-19,340.8827819824219,159.8883819580078,79.76423645019531,86.90460968017578,345.29998779296875,0.005391467817662532,0.016976122069220834,-0.012718026549982886,-0.012561476727914966,0.01951632851254903
2021-11-22,337.62408447265625,160.35643005371094,81.34954071044922,86.30858612060547,341.010009765625,-0.009559583768985025,0.0029273427498068827,0.019874875392855706,-0.006858365301492975,-0.012423915954251075
2021-11-23,335.4880676269531,160.7448272705078,81.4571762084961,86.18360900878906,337.25,-0.006326612774202434,0.0024220869513420507,0.001323123610863286,-0.0014480264065706017,-0.011026097938325208
2021-11-24,335.7165832519531,161.2726593017578,81.4571762084961,86.54891204833984,341.05999755859375,0.000681143823136221,0.0032836641788898113,0.0,0.004238660271392636,0.011297249988417413
2021-11-26,327.5399475097656,156.16378784179688,79.59786987304688,85.2511215209961,333.1199951171875,-0.024355769569032515,-0.031678472235034616,-0.022825568255523287,-0.014994879734812838,-0.023280368551700792
2021-11-29,334.44488525390625,159.57965087890625,80.12631225585938,83.97254180908203,338.0299987792969,0.0210812079461995,0.021873592362973815,0.006638901061741143,-0.014997805179597146,0.014739444446683736
2021-11-30,328.444091796875,164.61880493164062,77.70539855957031,82.6170654296875,324.4599914550781,-0.017942548149527004,0.03157767312423965,-0.030213716669732604,-0.01614190008058003,-0.04014438769701845
2021-12-01,327.9373779296875,164.0909881591797,77.01652526855469,83.5111083984375,310.6000061035156,-0.0015427705349039256,-0.003206296951797971,-0.008865192171783609,0.010821528991620921,-0.04271708597847701
2021-12-02,327.3512268066406,163.08514404296875,79.5063247680664,84.44359588623047,310.3900146484375,-0.001787387356535386,-0.006129794984446102,0.0323281203719572,0.0111660293543705,-0.0006760832290780838
2021-12-03,320.91326904296875,161.1730499267578,81.28755950927734,85.9240493774414,306.8399963378906,-0.01966682033385092,-0.01172451437825106,0.022403686076637452,0.017531862252828878,-0.011437282589672804
2021-12-06,324.0726623535156,164.63873291015625,82.15357971191406,87.85633850097656,317.8699951171875,0.009845006783199883,0.021502869027876237,0.01065378525157823,0.0224883386844017,0.03594706984401963
2021-12-07,332.7459716796875,170.47454833984375,82.63579559326172,86.91422271728516,322.80999755859375,0.026763471078318224,0.035446187701603016,0.0058696880043282995,-0.010723367258025807,0.015540952330480362
2021-12-08,332.7956848144531,174.35850524902344,82.2027816772461,86.4143295288086,330.55999755859375,0.00014940266448504325,0.02278320691858915,-0.005240028403029395,-0.005751569453743111,0.024007930543084477
2021-12-09,330.93780517578125,173.84063720703125,82.4192886352539,86.03941345214844,329.82000732421875,-0.00558264341590764,-0.002970133526050578,0.002633815469382572,-0.0043385868837316766,-0.0022385958368837944
2021-12-10,340.3165283203125,178.7104949951172,82.77356719970703,86.55853271484375,329.75,0.028339836059375623,0.028013345247269728,0.004298490927542309,0.0060335053653524096,-0.00021225917974687647
2021-12-13,337.1968994140625,175.01577758789062,83.58053588867188,88.12550354003906,334.489990234375,-0.009166845118124156,-0.020674316901911682,0.009749110933178429,0.018103019726056324,0.01437449654094003
2021-12-14,326.20867919921875,173.61160278320312,84.38751220703125,88.36583709716797,333.739990234375,-0.032586955081549296,-0.00802313268003707,0.009655074710626987,0.00272717371787512,-0.00224221956380366
2021-12-15,332.47772216796875,178.5611114501953,84.54497528076172,89.14452362060547,341.6600036621094,0.01921789139436547,0.028509089183243574,0.0018659523146524748,0.008812076578658345,0.02373108904980903
2021-12-16,322.791015625,171.55010986328125,84.83036041259766,90.73072052001953,334.8999938964844,-0.02913490407659558,-0.039263877391744306,0.003375542199737014,0.01779354283348722,-0.019785780287909893
2021-12-17,321.6981506347656,170.4347381591797,84.07260131835938,89.83667755126953,333.7900085449219,-0.0033856735080384226,-0.006501725385022916,-0.008932640278229376,-0.0098538065566528,-0.003314378536255158
2021-12-20,317.8334045410156,169.0504608154297,83.4919662475586,89.26949310302734,325.45001220703125,-0.012013578835079364,-0.00812203755350116,-0.0069063531007216294,-0.006313506506498978,-0.024985757884865567
